OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,COUNT_ALL_RACES_ETHNICITIES,COUNT_ASIAN_PI_NH,COUNT_BLACK_NH,COUNT_HISPANIC,COUNT_MULTIRACIAL_NH,COUNT_WHITE_NH,PERCENT_ASIAN_PI_NH,PERCENT_BLACK_NH,PERCENT_HISPANIC,PERCENT_MULTIRACIAL_NH,PERCENT_WHITE_NH,Shape__Area,Shape__Length
172,42101017601,2010,Census tract,5562,26,305,5074,22,116,0.46745775,5.48363898,91.22617763,0.39554117,2.08558073,991242.1875,4461.47105269937
173,42101017602,2010,Census tract,3914,42,487,3199,16,170,1.07307103,12.44251405,81.73224323,0.40878896,4.34338273,679736.80078125,4217.96167461408
174,42101017701,2010,Census tract,3705,124,1019,2177,64,310,3.34682861,27.50337382,58.75843455,1.72739541,8.36707152,411106.078125,3092.91865199571
175,42101017702,2010,Census tract,5076,125,876,3535,47,468,2.46256895,17.25768322,69.64144996,0.92592593,9.21985816,834701.0859375,3897.49138966516
176,42101017800,2010,Census tract,6704,194,1695,3370,104,1324,2.89379475,25.28341289,50.26849642,1.55131265,19.74940334,1130609.05859375,4772.17993714497
177,42101017900,2010,Census tract,6313,60,1272,2196,145,2624,0.95041977,20.1488991,34.78536354,2.29684777,41.56502455,1217754.12890625,5210.83559348814
178,42101018001,2010,Census tract,2586,27,52,176,28,2298,1.04408353,2.01082753,6.8058778,1.08275329,88.86310905,660550.37109375,3489.27724962693
179,42101018002,2010,Census tract,5451,29,33,187,47,5150,0.53201247,0.60539351,3.4305632,0.86222711,94.47807742,749961.77734375,3743.99781936877
180,42101018300,2010,Census tract,4313,16,24,91,46,4126,0.37097148,0.55645722,2.1099003,1.06654301,95.66427081,3314647.22265625,9430.2734246639
181,42101018400,2010,Census tract,2260,16,8,84,37,2109,0.7079646,0.3539823,3.71681416,1.63716814,93.31858407,3819744.28125,10492.8950500178
182,42101018800,2010,Census tract,8322,89,2146,3865,146,2046,1.06945446,25.78707042,46.4431627,1.75438596,24.58543619,1131692.38671875,4472.19139422386
183,42101019000,2010,Census tract,7543,343,1559,4209,109,1296,4.54726236,20.66816916,55.80007954,1.44504839,17.18149277,1350244.21875,5483.87473387171
184,42101019100,2010,Census tract,7937,848,860,4602,94,1520,10.68413758,10.83532821,57.98160514,1.18432657,19.15081265,2491484.7890625,7728.47075014006
185,42101019200,2010,Census tract,7972,263,1712,5070,71,825,3.29904666,21.47516307,63.59759157,0.89061716,10.34872052,1120759.42578125,5638.1481818065
186,42101019501,2010,Census tract,4927,33,536,4100,32,217,0.66977877,10.87883093,83.2149381,0.64948244,4.40430282,672001.69921875,3868.21543228085
187,42101019502,2010,Census tract,3675,20,335,3096,24,196,0.54421769,9.11564626,84.24489796,0.65306122,5.33333333,631817.765625,3722.36934856475
188,42101019700,2010,Census tract,7001,94,2188,4477,63,160,1.34266533,31.25267819,63.94800743,0.89987145,2.2853878,768830.20703125,3791.74418903775
189,42101019800,2010,Census tract,6195,157,2005,3868,35,103,2.53430186,32.36481033,62.43744956,0.56497175,1.66263115,923440.6796875,4189.5178383324
190,42101019900,2010,Census tract,4419,9,1643,2622,22,100,0.20366599,37.18035755,59.33469111,0.49785019,2.26295542,1129508.2421875,4314.96256694531
191,42101020000,2010,Census tract,1265,79,1006,70,14,88,6.24505929,79.5256917,5.53359684,1.10671937,6.95652174,540305.859375,4048.13261115754
192,42101020101,2010,Census tract,3547,36,3229,139,62,71,1.0149422,91.03467719,3.91880462,1.74795602,2.00169157,825115.44921875,4116.54706381012
193,42101020102,2010,Census tract,3353,13,3075,145,61,48,0.3877125,91.70891739,4.32448554,1.81926633,1.43155383,636788.3515625,3460.11557500992
194,42101020200,2010,Census tract,5189,14,4802,122,99,135,0.2698015,92.54191559,2.35112738,1.90788206,2.60165735,1291571.7734375,5104.43391016897
195,42101020300,2010,Census tract,2769,22,2397,181,47,106,0.79451065,86.56554713,6.53665583,1.69736367,3.82809679,867222.25390625,5262.76004869772
196,42101020400,2010,Census tract,3050,16,2801,122,52,49,0.52459016,91.83606557,4,1.70491803,1.60655738,695455.90625,3715.32612290067
197,42101020500,2010,Census tract,2819,100,2532,50,31,94,3.54735722,89.81908478,1.77367861,1.09968074,3.33451579,2439908.4140625,6895.62367753543
198,42101020600,2010,Census tract,1819,145,598,84,32,953,7.97141286,32.87520616,4.61792194,1.75920836,52.39142386,2309274.33984375,6123.43004376201
199,42101020700,2010,Census tract,5841,195,759,195,137,4540,3.33846944,12.99435028,3.33846944,2.34548879,77.72641671,2586516.6328125,7806.87317246502
200,42101020800,2010,Census tract,1971,161,583,104,49,1068,8.16844242,29.57889396,5.27650939,2.48604769,54.18569254,1505192.203125,7761.80430813551
201,42101020900,2010,Census tract,2910,88,119,90,72,2531,3.02405498,4.08934708,3.09278351,2.4742268,86.97594502,933357.140625,5261.1554388147
202,42101021000,2010,Census tract,4917,85,147,116,66,4496,1.72869636,2.98962782,2.35916209,1.34228188,91.43786862,1548372.08984375,5818.54663062822
203,42101021100,2010,Census tract,2327,68,171,65,41,1978,2.92221745,7.3485174,2.79329609,1.76192523,85.00214869,937304.3359375,4993.59355065163
204,42101021200,2010,Census tract,2245,80,148,73,39,1901,3.56347439,6.59242762,3.25167038,1.73719376,84.67706013,880753.5390625,3822.84770910539
205,42101021300,2010,Census tract,3551,40,187,134,53,3127,1.12644326,5.26612222,3.77358491,1.49253731,88.05970149,920160.16796875,4470.73475225137
206,42101021400,2010,Census tract,3880,67,254,109,64,3377,1.72680412,6.54639175,2.80927835,1.64948454,87.03608247,1123958.52734375,4560.67609531463
207,42101021500,2010,Census tract,3857,81,159,97,64,3447,2.10007778,4.1223749,2.51490796,1.65932072,89.36997667,1773741.8125,7042.29722001619
208,42101021600,2010,Census tract,1826,67,162,59,28,1505,3.66922234,8.87185104,3.23110624,1.53340635,82.42059146,3577751.546875,9376.06362827515
209,42101021700,2010,Census tract,5772,202,464,190,90,4810,3.4996535,8.03880804,3.29175329,1.55925156,83.33333333,2664098.8984375,7134.52573784263
210,42101021800,2010,Census tract,4259,226,547,181,86,3203,5.30640996,12.84339047,4.2498239,2.01925335,75.20544729,1747890.9921875,7317.19706892714
211,42101021900,2010,Census tract,1432,23,76,36,15,1278,1.60614525,5.30726257,2.51396648,1.04748603,89.24581006,2502382.98828125,8270.92423518146
212,42101022000,2010,Census tract,1681,59,150,31,26,1414,3.50981559,8.92325996,1.84414039,1.54669839,84.11659726,5193617.70703125,10387.2780044059
213,42101023100,2010,Census tract,1262,24,41,39,26,1129,1.90174326,3.24881141,3.09033281,2.06022187,89.46117274,1248959.1875,6000.84685368142
214,42101023500,2010,Census tract,1161,19,427,26,24,656,1.63652024,36.7786391,2.23944875,2.06718346,56.50301464,1363980.0703125,8466.67870200459
215,42101023600,2010,Census tract,2619,38,964,71,70,1461,1.45093547,36.80794196,2.71095838,2.67277587,55.78465063,1670788.21875,6108.56397064046
216,42101023700,2010,Census tract,4566,38,2880,152,150,1319,0.83223828,63.07490145,3.32895313,3.28515112,28.88742882,1833159.6875,5919.67877817884
217,42101023800,2010,Census tract,4391,43,2781,153,125,1251,0.97927579,63.33409246,3.48439991,2.84673195,28.49009337,1335081.125,4774.64594762814
218,42101023900,2010,Census tract,1777,73,1279,63,33,320,4.10804727,71.97523917,3.54530107,1.85706246,18.00787845,834672.2578125,4070.86290433509
219,42101024000,2010,Census tract,3822,137,2436,130,104,987,3.58451073,63.73626374,3.40136054,2.72108844,25.82417582,1053656.0625,4342.36258997807
220,42101024100,2010,Census tract,1433,15,1143,43,25,200,1.04675506,79.76273552,3.00069784,1.74459177,13.95673412,696497.640625,3463.7740215425
221,42101024200,2010,Census tract,4236,20,3498,124,129,447,0.47214353,82.57790368,2.9272899,3.04532578,10.55240793,908497.3515625,3883.46452324414
222,42101024300,2010,Census tract,3913,33,3258,110,109,386,0.8433427,83.26092512,2.81114235,2.78558651,9.86455405,1159199.6875,4444.00181933812
223,42101024400,2010,Census tract,3129,25,2790,77,72,146,0.79897731,89.16586769,2.46085011,2.30105465,4.66602748,719108.640625,3470.05570292303
224,42101024500,2010,Census tract,4035,8,3712,113,69,120,0.19826518,91.99504337,2.80049566,1.71003717,2.9739777,1369869.07421875,6427.93759270228
225,42101024600,2010,Census tract,2956,13,2579,101,46,195,0.43978349,87.24627876,3.41677943,1.55615697,6.59675237,1061163.90625,5627.97731003671
226,42101024700,2010,Census tract,4423,22,3887,134,75,278,0.49739995,87.88152837,3.02961791,1.69568166,6.2853267,1608527.43359375,5454.90209111734
227,42101024800,2010,Census tract,1889,7,1784,33,26,26,0.37056644,94.44150344,1.74695606,1.37638962,1.37638962,545403.73828125,3534.52586508658
228,42101024900,2010,Census tract,3311,8,3123,84,49,40,0.24161885,94.32195711,2.53699789,1.47991543,1.20809423,555655.03515625,3360.26803845507
229,42101025200,2010,Census tract,7118,35,6262,270,172,348,0.49171115,87.97415004,3.79320034,2.4164091,4.88901377,1627057.6875,5070.40280118313
230,42101025300,2010,Census tract,4002,26,3496,132,95,229,0.64967516,87.35632184,3.29835082,2.37381309,5.72213893,993383.72265625,4286.9384418268
231,42101025400,2010,Census tract,3920,15,3382,106,97,305,0.38265306,86.2755102,2.70408163,2.4744898,7.78061224,1315614.7890625,4930.11056265957
232,42101025500,2010,Census tract,2571,41,1554,110,98,754,1.59471023,60.44340723,4.27849086,3.8117464,29.32711007,1310273.29296875,5105.06525545009
233,42101025600,2010,Census tract,2742,53,1174,103,104,1294,1.9328957,42.81546317,3.7563822,3.79285193,47.19183078,1482193.17578125,5067.14576724594
234,42101025700,2010,Census tract,3463,161,1096,158,88,1946,4.64914814,31.64885937,4.56251805,2.54114929,56.1940514,1276064.02734375,4540.9809135098
235,42101025800,2010,Census tract,1681,15,1539,33,36,54,0.892326,91.55264723,1.96311719,2.14158239,3.21237359,1002377.33984375,4035.19942343701
236,42101025900,2010,Census tract,4755,13,4483,103,78,63,0.27339642,94.27970557,2.1661409,1.64037855,1.32492114,939823.640625,3896.32544178618
237,42101026000,2010,Census tract,2788,8,2626,53,43,48,0.28694405,94.18938307,1.9010043,1.54232425,1.72166428,928152.04296875,3862.60497692288
238,42101026100,2010,Census tract,2995,5,2834,39,60,51,0.16694491,94.62437396,1.30217028,2.0033389,1.70283806,1110098.0390625,4312.54335481492
239,42101026200,2010,Census tract,4065,8,3824,79,86,44,0.19680197,94.07134071,1.94341943,2.11562116,1.08241082,950337.3984375,4755.66576890554
240,42101026301,2010,Census tract,3840,8,3633,61,65,61,0.20833333,94.609375,1.58854167,1.69270833,1.58854167,695282.72265625,3407.36068410124
241,42101026302,2010,Census tract,5480,24,5147,109,120,67,0.4379562,93.92335766,1.98905109,2.18978102,1.22262774,1204273.2734375,4580.78189193406
242,42101026400,2010,Census tract,5241,13,4998,62,93,53,0.24804427,95.36348025,1.18298035,1.77447052,1.01125739,1362116.4453125,5033.23880759022
243,42101026500,2010,Census tract,4340,3,4111,88,70,43,0.06912442,94.7235023,2.02764977,1.61290323,0.99078341,932628.34375,3981.541233543
244,42101026600,2010,Census tract,6667,9,6409,108,87,33,0.13499325,96.13019349,1.619919,1.30493475,0.49497525,1557850.97265625,5081.2016549492
245,42101026700,2010,Census tract,6565,24,6213,160,102,43,0.36557502,94.63823305,2.43716679,1.55369383,0.65498858,1100294.2578125,4201.87980163876
246,42101026800,2010,Census tract,4647,103,4012,149,112,247,2.21648375,86.33527007,3.2063697,2.41015709,5.31525716,1329179,6016.86450688176
247,42101026900,2010,Census tract,2199,61,1463,173,59,422,2.77398818,66.53024102,7.86721237,2.68303774,19.19054116,1058542.30859375,4291.99953203626
248,42101027000,2010,Census tract,2326,129,1750,117,41,265,5.54600172,75.23645744,5.03009458,1.76268272,11.39294927,1097240.67578125,4220.57302355125
249,42101027100,2010,Census tract,2453,515,1480,201,45,191,20.99470037,60.33428455,8.1940481,1.83448838,7.78638402,707616.578125,3808.96837599547
250,42101027200,2010,Census tract,4278,288,3325,276,77,283,6.73211781,77.72323516,6.4516129,1.7999065,6.61524077,1161026.703125,4781.15851826793
251,42101027300,2010,Census tract,6069,1396,3056,1084,99,406,23.00214203,50.35425935,17.86126215,1.63124073,6.68973472,1623000.12109375,5778.83663979671
252,42101027401,2010,Census tract,3457,942,1654,539,76,241,27.24905988,47.84495227,15.59155337,2.19843795,6.97136245,557996.66796875,4420.70446576442
253,42101027402,2010,Census tract,6800,1035,3943,1172,130,492,15.22058824,57.98529412,17.23529412,1.91176471,7.23529412,873359.2109375,4877.74658061917
254,42101027500,2010,Census tract,4489,545,2920,533,73,387,12.14078859,65.04789485,11.87346848,1.62619737,8.62107374,1040273.2734375,4868.03003367602
255,42101027600,2010,Census tract,3600,59,3196,121,98,107,1.63888889,88.77777778,3.36111111,2.72222222,2.97222222,1128548.91796875,4272.29680225588
256,42101027700,2010,Census tract,4788,187,4373,104,70,42,3.90559733,91.33249791,2.17209691,1.4619883,0.87719298,926676.28515625,5019.45736144122
257,42101027800,2010,Census tract,4481,44,4167,141,71,36,0.98192368,92.99263557,3.14661906,1.58446775,0.8033921,1238000.63671875,5361.01802524405
258,42101027901,2010,Census tract,3827,12,3592,84,77,41,0.31356154,93.85941991,2.19493076,2.01201986,1.07133525,710357.37890625,3520.48104659025
259,42101027902,2010,Census tract,3873,55,1912,161,91,1646,1.42008779,49.36741544,4.15698425,2.34959979,42.49935451,1517060.2734375,5659.70301161396
260,42101028000,2010,Census tract,4272,25,4016,127,59,29,0.58520599,94.00749064,2.97284644,1.38108614,0.67883895,1226439.47265625,4682.82823506721
261,42101028100,2010,Census tract,3589,62,3188,140,86,98,1.7275007,88.8269713,3.90080802,2.39621064,2.73056562,859869.59375,4416.10232550417
262,42101028200,2010,Census tract,4899,302,4043,278,96,155,6.16452337,82.52704634,5.67462747,1.95958359,3.163911,1465561.8125,5665.63020949211
263,42101028300,2010,Census tract,6173,492,5091,345,102,109,7.97019277,82.47205573,5.58885469,1.65235704,1.76575409,1149210.45703125,4469.55746606832
264,42101028400,2010,Census tract,4085,61,3001,859,54,81,1.49326805,73.46389229,21.02815177,1.32190942,1.98286414,816562.4296875,4252.90326687977
265,42101028500,2010,Census tract,2375,304,1087,884,48,44,12.8,45.76842105,37.22105263,2.02105263,1.85263158,471838.0859375,3515.17522352635
266,42101028600,2010,Census tract,7124,719,3582,2419,82,285,10.09264458,50.28074116,33.9556429,1.15103874,4.00056148,1227029.92578125,4884.56429961416
267,42101028700,2010,Census tract,2507,31,653,1698,27,93,1.23653769,26.04706821,67.73035501,1.07698444,3.70961308,576148.41015625,3180.58541452496
268,42101028800,2010,Census tract,4245,446,856,2441,61,419,10.50647821,20.16489988,57.50294464,1.43698469,9.87043581,774121.83984375,3816.16968173687
269,42101028901,2010,Census tract,3857,278,925,2247,38,347,7.20767436,23.98236972,58.25771325,0.98522167,8.9966295,1019428.5546875,5797.23557582524
270,42101028902,2010,Census tract,6315,579,1773,3330,83,519,9.16864608,28.0760095,52.73159145,1.31433096,8.21852732,1323628.17578125,6754.31222079367
271,42101029000,2010,Census tract,6160,1080,2707,1785,96,452,17.53246753,43.94480519,28.97727273,1.55844156,7.33766234,1433513.76171875,5332.99139080575
272,42101029100,2010,Census tract,4685,1209,1803,1077,109,459,25.80576307,38.48452508,22.98826041,2.32657417,9.79722519,2267004.48828125,8061.01263223801
273,42101029200,2010,Census tract,4080,324,1464,1507,78,697,7.94117647,35.88235294,36.93627451,1.91176471,17.08333333,3007188.18359375,10492.4215989976
274,42101029300,2010,Census tract,2891,51,1147,843,64,762,1.76409547,39.67485299,29.15946039,2.21376686,26.35766171,1170180.546875,5462.49732015672
275,42101029400,2010,Census tract,3141,35,1390,1005,45,649,1.11429481,44.25342248,31.99617956,1.43266476,20.66220949,1105363.72265625,4614.24910215665
276,42101029800,2010,Census tract,4715,124,1658,1124,97,1694,2.62990456,35.16436903,23.8388123,2.05726405,35.92788971,1109324.09765625,4526.82753696193
277,42101029900,2010,Census tract,4700,70,2353,1332,88,850,1.4893617,50.06382979,28.34042553,1.87234043,18.08510638,1009558.1796875,4468.08872994291
278,42101030000,2010,Census tract,7478,151,4451,1485,185,1170,2.01925649,59.52126237,19.85825087,2.47392351,15.64589462,1554852.74609375,5738.8199847267
279,42101030100,2010,Census tract,5869,97,3002,1188,155,1377,1.65275175,51.15011075,20.24194922,2.64099506,23.46225933,1237862.3515625,4587.09695015674
280,42101030200,2010,Census tract,7345,176,3511,1861,198,1545,2.39618788,47.80122532,25.33696392,2.69571137,21.03471749,1539539.21875,5094.45499376396
281,42101030501,2010,Census tract,5231,307,2728,1168,137,858,5.86885873,52.15064041,22.32842669,2.6190021,16.40221755,644669.87109375,3603.46462035798
282,42101030502,2010,Census tract,5839,404,3050,1070,104,1180,6.91899298,52.23497174,18.32505566,1.78112691,20.20893989,1194245.921875,4837.67671879901
283,42101030600,2010,Census tract,7115,440,1940,1307,158,3241,6.18411806,27.26633872,18.3696416,2.22066058,45.55165144,1725151.4375,6038.19026941177
284,42101030700,2010,Census tract,3235,219,685,503,79,1728,6.76970634,21.17465224,15.54868624,2.44204019,53.41576507,1123547.8125,4803.74720291825
285,42101030800,2010,Census tract,4874,647,890,586,93,2620,13.27451785,18.26015593,12.02297907,1.90808371,53.75461633,1359768.7890625,4844.34959493469
286,42101030900,2010,Census tract,3991,624,1370,850,56,1004,15.63517915,34.32723628,21.29792032,1.4031571,25.15660236,1101671.70703125,4846.96888533013
287,42101031000,2010,Census tract,6755,1420,1507,1065,132,2526,21.02146558,22.30940044,15.76609919,1.95410807,37.39452258,1816893.2890625,5424.75339449807
288,42101031101,2010,Census tract,4898,577,1972,1040,101,1062,11.7803185,40.26133116,21.23315639,2.06206615,21.68231931,597196.98828125,3252.58382778243
289,42101031102,2010,Census tract,4465,344,2020,1035,62,914,7.7043673,45.24076148,23.18029115,1.38857783,20.47032475,680049.99609375,3855.25579136361
290,42101031200,2010,Census tract,4673,523,2055,990,94,966,11.19195378,43.97603253,21.18553392,2.01155575,20.67194522,734108.21484375,4128.18910894321
291,42101031300,2010,Census tract,6945,1594,1759,1355,189,1868,22.95176386,25.32757379,19.51043916,2.72138229,26.89704824,1214693.74609375,4647.28961208434
292,42101031401,2010,Census tract,6664,1479,1376,1401,150,2074,22.19387755,20.6482593,21.02340936,2.25090036,31.12244898,1016242.17578125,4430.71920914946
293,42101031402,2010,Census tract,5595,1610,825,962,87,2035,28.77569258,14.74530831,17.19392315,1.55495979,36.3717605,963903.5078125,4399.05976513132
294,42101031501,2010,Census tract,6217,368,219,489,79,5042,5.91925366,3.52259932,7.86553,1.27070935,81.1002091,1002984.57421875,4231.50777142532
295,42101031502,2010,Census tract,4018,317,285,331,69,2970,7.88949726,7.09308113,8.23792932,1.71727227,73.91737183,987216.3671875,4370.82700133596
296,42101031600,2010,Census tract,6045,428,544,598,69,4366,7.0802316,8.99917287,9.89247312,1.14143921,72.22497932,1219310.953125,4663.96358422532
297,42101031700,2010,Census tract,6093,492,1287,1119,160,2981,8.07483998,21.1225997,18.36533727,2.62596422,48.9249959,1505491.9453125,4993.8258321385
298,42101031800,2010,Census tract,4017,261,1489,1033,92,1109,6.49738611,37.06746328,25.71570824,2.29026637,27.60766741,792655.8984375,4143.00731370078
299,42101031900,2010,Census tract,4971,121,1060,1005,142,2619,2.43411788,21.32367733,20.21726011,2.85656809,52.68557634,1320159.0390625,4788.75857012546
300,42101032000,2010,Census tract,6599,190,993,1079,96,4209,2.87922412,15.04773451,16.35096227,1.45476587,63.78239127,1163651.73046875,4878.9574243384
301,42101032100,2010,Census tract,3903,86,809,763,112,2098,2.20343326,20.7276454,19.54906482,2.8695875,53.75352293,943227.5,3853.15264945592
302,42101032300,2010,Census tract,3835,87,889,647,66,2105,2.26857888,23.18122555,16.87092568,1.72099087,54.88917862,1023805.48828125,4239.28734696538
303,42101032500,2010,Census tract,5766,116,883,820,165,3751,2.01179327,15.31390912,14.22129726,2.8616025,65.05376344,1433070.57421875,5588.38866312885
304,42101032600,2010,Census tract,6942,204,859,860,168,4831,2.9386344,12.37395563,12.3883607,2.42005186,69.590896,1382958.30859375,5405.69498067082
305,42101032900,2010,Census tract,4089,146,761,572,116,2468,3.57055515,18.61090731,13.98875031,2.83687943,60.35705551,1615483.6875,5774.13393074302
306,42101033000,2010,Census tract,7645,238,1188,1108,175,4913,3.11314585,15.53956835,14.49313277,2.28907783,64.26422498,1249533.48046875,4887.0126053164
307,42101033101,2010,Census tract,4913,147,158,291,45,4259,2.99206188,3.21595766,5.92306127,0.91593731,86.68837777,831744.62109375,4031.71953525056
308,42101033102,2010,Census tract,4145,79,227,277,63,3481,1.90591074,5.47647768,6.6827503,1.5199035,83.98069964,1262087.48046875,4644.02314057551
309,42101033200,2010,Census tract,2741,194,110,141,26,2269,7.07770887,4.01313389,5.14410799,0.94855892,82.7800073,1448591.5078125,5518.23925581688
310,42101033300,2010,Census tract,4244,140,391,245,61,3371,3.29877474,9.2130066,5.7728558,1.43732328,79.42978322,1780308.28515625,6239.17332830454
311,42101033400,2010,Census tract,4734,689,523,495,99,2859,14.55428813,11.04773975,10.45627376,2.09125475,60.39290241,2089784.19921875,6987.49592587382
312,42101033500,2010,Census tract,3680,588,333,409,103,2186,15.97826087,9.04891304,11.11413043,2.79891304,59.40217391,1611021.37890625,5676.37931222109
313,42101033600,2010,Census tract,6866,553,550,679,118,4836,8.05418002,8.01048645,9.88930964,1.71861346,70.43402272,1980224.98046875,5515.85702888722
314,42101033701,2010,Census tract,5128,364,250,502,95,3870,7.09828393,4.87519501,9.78939158,1.8525741,75.46801872,1656157.01953125,7179.84929826247
315,42101033702,2010,Census tract,5175,635,401,407,66,3624,12.2705314,7.74879227,7.8647343,1.27536232,70.02898551,1806209.55859375,8100.57146753595
316,42101033800,2010,Census tract,6040,284,511,508,123,4549,4.70198675,8.4602649,8.41059603,2.03642384,75.31456954,2393099.15625,6566.85971995106
317,42101033900,2010,Census tract,2924,117,213,273,49,2243,4.00136799,7.28454172,9.33652531,1.67578659,76.70998632,1960118.1953125,5945.20541970191
318,42101034000,2010,Census tract,2872,207,98,202,37,2317,7.20752089,3.41225627,7.03342618,1.28830084,80.67548747,1303048.625,5199.46680684499
319,42101034100,2010,Census tract,5577,193,262,272,75,4751,3.46064192,4.69786624,4.87717411,1.34480904,85.1891698,2313720.46484375,6115.27467280271
320,42101034200,2010,Census tract,3399,144,277,117,28,2829,4.23654016,8.14945572,3.44218888,0.8237717,83.23036187,1653634.296875,6571.57424057115
321,42101034400,2010,Census tract,7662,940,211,344,76,6049,12.26833725,2.75385017,4.48968938,0.99190812,78.94805534,5879772.37890625,11508.3490042477
322,42101034501,2010,Census tract,3370,504,298,184,42,2325,14.95548961,8.84272997,5.45994065,1.2462908,68.99109792,764761.328125,4405.40981718333
323,42101034502,2010,Census tract,5285,488,835,405,129,3388,9.23368023,15.79943236,7.66319773,2.44087039,64.10596026,1750243.140625,6612.91453166149
324,42101034600,2010,Census tract,2250,238,554,251,40,1160,10.57777778,24.62222222,11.15555556,1.77777778,51.55555556,3180374.18359375,7224.27123306707
325,42101034701,2010,Census tract,6399,831,679,547,151,4142,12.98640413,10.61103297,8.54821066,2.35974371,64.72886388,1931993.22265625,6712.18398684719
326,42101034702,2010,Census tract,3807,176,256,246,37,3086,4.62306278,6.72445495,6.46178093,0.97189388,81.06120305,1715277.59765625,7851.49628689116
327,42101034801,2010,Census tract,4299,61,211,174,54,3793,1.41893464,4.90811817,4.0474529,1.25610607,88.22982089,2376134.45703125,8188.05893049327
328,42101034802,2010,Census tract,5373,138,1175,471,112,3451,2.56839754,21.86860227,8.76605248,2.08449656,64.22855016,2119720.95703125,6153.43477856894
329,42101034803,2010,Census tract,4390,117,278,230,37,3711,2.66514806,6.33257403,5.23917995,0.8428246,84.53302961,2186876.42578125,6444.13059781319
330,42101034900,2010,Census tract,5543,302,1000,658,128,3422,5.44831319,18.04077215,11.87082807,2.30921883,61.73552228,3320927.796875,8422.36182451763
331,42101035100,2010,Census tract,4086,68,163,116,27,3703,1.66421929,3.98923152,2.83896231,0.66079295,90.62652961,2496773.6015625,6651.29486203353
332,42101035200,2010,Census tract,4482,259,86,169,37,3923,5.77867024,1.91878626,3.77063811,0.82552432,87.52788934,3182490.40234375,8126.76833815338
333,42101035301,2010,Census tract,5300,191,209,213,86,4587,3.60377358,3.94339623,4.01886792,1.62264151,86.54716981,2413661.1484375,6376.7967210898
334,42101035302,2010,Census tract,4462,160,250,206,83,3751,3.58583595,5.60286867,4.61676378,1.8601524,84.06544151,2592388.36328125,7709.4936805598
335,42101035500,2010,Census tract,7282,882,315,430,120,5510,12.11205713,4.32573469,5.90497116,1.64789893,75.66602582,3918887.12890625,8432.52287993729
336,42101035601,2010,Census tract,5439,453,47,203,53,4665,8.3287369,0.86412944,3.73230373,0.97444383,85.76944291,3494309.40234375,7771.77095047047
337,42101035602,2010,Census tract,3617,737,193,165,54,2455,20.37600221,5.33591374,4.56179154,1.49294996,67.87392867,2390185.6171875,6531.87022407323
338,42101035701,2010,Census tract,4745,1222,425,255,175,2628,25.75342466,8.95679663,5.37407798,3.68809273,55.38461538,1025800.7265625,5242.54549232861
339,42101035702,2010,Census tract,4405,373,129,191,102,3584,8.4676504,2.92849035,4.33598184,2.31555051,81.36208854,2668427.78125,6806.71001697913
340,42101035800,2010,Census tract,5948,545,286,284,125,4675,9.16274378,4.80833894,4.77471419,2.10154674,78.59784802,3012808.6796875,7094.10307121743
341,42101035900,2010,Census tract,5309,598,190,242,116,4147,11.2638915,3.5788284,4.55829723,2.18496892,78.11263892,3847075.28515625,8730.23083361895
342,42101036000,2010,Census tract,3201,667,281,138,89,2007,20.83723836,8.77850672,4.31115276,2.78038113,62.69915651,3497020.81640625,8568.25164820294
343,42101036100,2010,Census tract,4083,69,654,362,71,2921,1.68993387,16.01763409,8.86602988,1.73891746,71.54053392,2106613.765625,7264.63568349443
344,42101036201,2010,Census tract,4744,118,176,283,90,4053,2.48735245,3.70994941,5.96543002,1.89713322,85.43423272,1790690.06640625,5822.82648572029
345,42101036202,2010,Census tract,6138,185,376,253,88,5232,3.01401108,6.12577387,4.1218638,1.43369176,85.23949169,1912946.4921875,7692.27214239644
346,42101036203,2010,Census tract,5129,134,132,297,42,4514,2.61259505,2.57360109,5.79060246,0.81887307,88.00935855,2627742.24609375,8497.0381436613
347,42101036301,2010,Census tract,3695,301,136,246,90,2913,8.14614344,3.68064953,6.65764547,2.43572395,78.83626522,4070232.39453125,9079.0910404888
348,42101036302,2010,Census tract,3543,93,539,371,71,2458,2.62489416,15.21309625,10.47135196,2.00395145,69.37623483,872665.60546875,4433.35434231809
349,42101036303,2010,Census tract,6726,127,114,220,59,6200,1.88819506,1.69491525,3.27088909,0.87719298,92.17960155,4311648.7890625,10065.8748059555
350,42101036400,2010,Census tract,703,10,152,17,1,523,1.42247511,21.62162162,2.41820768,0.14224751,74.39544808,7685279.76953125,14390.7724822067
351,42101036501,2010,Census tract,5562,227,441,299,66,4521,4.08126573,7.92880259,5.37576411,1.18662352,81.2837109,3119890.49609375,7132.36476256854
352,42101036502,2010,Census tract,4077,114,78,165,46,3657,2.79617366,1.91317145,4.04709345,1.1282806,89.69830758,2903832.37109375,9196.56570670577
353,42101036600,2010,Census tract,1643,169,101,64,28,1270,10.28606208,6.14729154,3.89531345,1.70419963,77.29762629,4168056.1796875,12166.4442333733
354,42101036700,2010,Census tract,2542,103,389,181,50,1799,4.05192762,15.30291109,7.12037766,1.96695515,70.77104642,1365371.1015625,4905.45339775626
355,42101036900,2010,Census tract,6966,2256,728,383,253,3339,32.38587425,10.45076084,5.49813379,3.6319265,47.93281654,3479009.55859375,9538.73470690457
